field1,Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,IsOld,NumberTimePond,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyDebt,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,MonthlyPerPerson,MonthlyBalance,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs,0 probability,1 probability
52107,52108,0,0.5806278420000001,74,1,0,0,0.454590902,2727.545412,6000,10,6000.0,0.0,0,1,0,0,0,0.9862,0.0138
52112,52113,0,0.550418324,83,1,0,0,0.31279733600000004,1314.6872032080003,4203,10,4203.0,0.0,0,0,0,0,0,0.99074,0.00926
52113,52114,0,0.001295638,62,0,0,0,0.24611327,1772.75388381,7203,3,3601.5,3601.5,0,1,0,1,0,0.98145,0.01855
52117,52118,0,0.107495594,50,0,0,0,0.602118003,4377.3978818099995,7270,6,7270.0,0.0,0,4,0,0,0,0.95922,0.04078
52126,52127,0,0.353861163,67,0,1,1,0.30719900699999997,1484.6928008309999,4833,9,4833.0,0.0,0,0,0,0,0,0.97524,0.02476
52127,52128,0,0.056775039000000006,53,0,0,0,1185.0,1185.0,,13,,,0,1,0,0,0,0.97942,0.02058
52128,52129,0,0.054813749,77,1,0,0,0.110520905,644.889480675,5835,8,5835.0,0.0,0,1,0,0,0,0.99258,0.00742
52133,52134,0,0.148716436,45,0,0,0,1945.0,1945.0,,7,,,0,2,0,1,0,0.93457,0.06543
52135,52136,0,0.7268102670000001,61,0,0,0,0.219839008,4396.78016,20000,21,20000.0,0.0,0,2,0,0,0,0.9913,0.0087
52137,52138,0,0.671452497,51,0,1,1,0.781255558,4392.218747076,5622,14,1874.0,3748.0,0,2,0,2,0,0.85815,0.14185
52138,52139,1,0.065220735,39,0,3,1,0.008159346999999999,33.991839602,4166,9,2083.0,2083.0,0,0,1,1,0,0.87346,0.12654
52140,52141,0,0.48161448,34,0,0,0,0.677074198,3859.3229286,5700,18,1900.0,3800.0,0,2,0,2,0,0.9512,0.0488
52144,52145,0,0.0,33,0,0,0,4.438556144,44385.56144,10000,12,5000.0,5000.0,0,2,0,1,0,0.93456,0.06544
52151,52152,0,0.0,27,0,9,1,0.248500428,869.751498,3500,3,3500.0,0.0,2,0,1,0,1,0.36813,0.63187
52157,52158,0,0.9999998999999999,47,0,0,0,0.37037037,649.62962898,1754,4,350.8,1403.2,0,0,0,4,0,0.86041,0.13959
52159,52160,0,1.099933378,26,0,0,0,306.0,306.0,,3,,,0,0,0,0,0,0.75611,0.24389
52160,52161,0,0.0,50,0,0,0,0.22615476899999998,1130.773845,5000,4,5000.0,0.0,0,2,0,0,0,0.97723,0.02277
52161,52162,0,0.01972247,68,0,0,0,2887.0,2887.0,,9,,,0,2,0,0,0,0.96896,0.03104
52162,52163,0,0.059834646,49,0,0,0,0.145792835,524.8542060000001,3600,8,1200.0,2400.0,0,0,0,2,0,0.97404,0.02596
52169,52170,0,0.134836175,47,0,4,1,0.200212912,2632.7997928,13150,12,6575.0,6575.0,1,1,0,1,0,0.70209,0.29791
52170,52171,0,0.18349178600000002,63,0,0,0,0.977995837,3288.022003994,3362,18,3362.0,0.0,0,1,0,0,0,0.98691,0.01309
52177,52178,0,0.00222607,52,0,0,0,0.31721682,2315.682786,7300,9,3650.0,3650.0,0,1,0,1,0,0.98574,0.01426
52180,52181,0,0.169218067,35,0,0,0,0.24936006800000002,1168.7506387160001,4687,10,4687.0,0.0,0,1,0,0,0,0.96388,0.03612
52192,52193,0,0.004165799,33,0,0,0,200.0,200.0,0,7,0.0,0.0,0,0,0,2,0,0.94658,0.05342
52193,52194,0,0.7298473959999999,38,0,3,3,0.151903018,4936.848085,32500,25,16250.0,16250.0,0,2,0,1,0,0.82882,0.17118
52196,52197,0,0.04428466,74,1,0,0,0.10599793199999999,614.8940035319999,5801,10,5801.0,0.0,0,0,0,0,0,0.99313,0.00687
52200,52201,0,0.002230598,59,0,0,0,345.0,345.0,,4,,,0,1,0,0,0,0.96719,0.03281
52208,52209,0,0.329453716,62,0,0,0,0.7867776940000001,6235.213224950001,7925,21,7925.0,0.0,0,3,0,0,0,0.97837,0.02163
52210,52211,0,0.124995766,69,0,0,0,0.175494851,2845.8245038160003,16216,21,16216.0,0.0,0,2,0,0,0,0.99331,0.00669
52213,52214,0,0.027923857000000003,50,0,0,0,0.117268463,1074.882731858,9166,4,4583.0,4583.0,0,1,0,1,0,0.96691,0.03309
52216,52217,0,0.947506373,43,0,0,0,0.586371327,3811.4136255000003,6500,6,3250.0,3250.0,0,1,0,1,0,0.88723,0.11277
52223,52224,0,0.091354591,93,1,4,1,0.059734228,462.940267,7750,8,7750.0,0.0,1,0,0,0,0,0.90198,0.09802
52229,52230,0,0.17540351399999998,32,0,0,0,1624.0,1624.0,,6,,,0,1,0,,0,0.95611,0.04389
52230,52231,0,0.058786606,58,0,0,0,1421.0,1421.0,,6,,,0,1,0,,0,0.98897,0.01103
52232,52233,0,0.221805686,30,0,0,0,0.099605822,656.90039609,6595,7,6595.0,0.0,0,0,0,0,0,0.94503,0.05497
52233,52234,0,0.0,25,0,0,0,0.024968788999999998,19.9750312,800,1,800.0,0.0,0,0,0,0,0,0.89345,0.10655
52235,52236,0,0.024815313999999998,51,0,0,0,1701.0,1701.0,,3,,,0,1,0,0,0,0.95406,0.04594
52239,52240,0,0.004636357,53,0,1,1,0.251218598,2009.7487840000001,8000,17,8000.0,0.0,0,2,0,0,0,0.96621,0.03379
52241,52242,0,0.014028998999999999,40,0,0,0,0.250100482,2488.7498963820003,9951,5,2487.75,7463.25,0,2,0,3,0,0.96098,0.03902
52243,52244,0,0.066565498,66,0,0,0,328.0,328.0,,17,,,0,0,0,,0,0.99574,0.00426
52252,52253,0,0.9999998999999999,62,0,4,2,1330.0,1330.0,,2,,,0,1,1,0,1,0.43886,0.56114
52257,52258,0,0.035396867,37,0,0,0,2340.0,2340.0,,14,,,0,2,0,0,0,0.93475,0.06525
52258,52259,0,0.057412982,56,0,0,0,2418.0,2418.0,,12,,,0,1,0,0,0,0.96759,0.03241
52262,52263,0,0.0461038,41,0,1,1,2671.0,2671.0,,12,,,0,1,0,0,0,0.84698,0.15302
52264,52265,0,0.9999998999999999,45,0,0,0,295.0,295.0,,5,,,0,0,0,0,0,0.86417,0.13583
52265,52266,0,0.067888829,31,0,2,2,0.21326224600000002,639.786738,3000,4,3000.0,0.0,0,0,0,0,0,0.76244,0.23756
52266,52267,0,0.505143185,35,0,0,0,0.43113284399999996,2644.5688650959996,6134,6,2044.6666666666667,4089.333333333333,0,1,0,2,0,0.91122,0.08878
52268,52269,0,0.021365954,48,0,0,0,0.002922627,18.9970755,6500,2,2166.6666666666665,4333.333333333334,0,0,0,2,0,0.96789,0.03211
52276,52277,0,0.014292808999999998,35,0,0,0,0.409936084,1410.5900650439999,3441,6,3441.0,0.0,0,1,0,0,0,0.96246,0.03754
52280,52281,0,0.348029565,63,0,1,1,867.0,867.0,,7,,,0,1,0,0,0,0.95106,0.04894
52281,52282,0,0.8876861140000001,42,0,0,0,0.546451801,5628.4535503,10300,17,10300.0,0.0,0,2,0,0,0,0.91206,0.08794
52282,52283,0,0.26094781,48,0,0,0,0.36502508,4802.63497756,13157,15,13157.0,0.0,0,2,0,0,0,0.977,0.023
52292,52293,0,0.296546472,30,0,0,0,0.44252210700000005,1150.5574782,2600,5,2600.0,0.0,0,1,0,0,0,0.92506,0.07494
52298,52299,0,0.026704391,40,0,0,0,0.386555914,2512.613441,6500,14,2166.6666666666665,4333.333333333334,0,2,0,2,0,0.9603,0.0397
52301,52302,0,0.071571426,52,0,0,0,0.22533081300000002,3575.7746714970003,15869,10,5289.666666666667,10579.333333333332,0,2,0,2,0,0.97656,0.02344
52309,52310,0,0.0,59,0,0,0,0.259965063,1636.740036648,6296,4,6296.0,0.0,0,1,0,0,0,0.97971,0.02029
52315,52316,0,0.43964009,49,0,0,0,0.059312591,691.940686606,11666,4,5833.0,5833.0,0,1,0,1,0,0.98095,0.01905
52322,52323,0,0.09289658599999999,65,0,0,0,1.462233169,3560.5377665150004,2435,12,2435.0,0.0,0,2,0,0,0,0.97815,0.02185
52324,52325,0,0.010768854,82,1,0,0,9.06801E-4,8.999093124,9924,6,9924.0,0.0,0,0,0,0,0,0.99492,0.00508
52326,52327,0,0.015900842,37,0,0,0,1484.0,1484.0,,7,,,0,1,0,0,0,0.92416,0.07584
52330,52331,0,0.0,74,1,0,0,0.0,,,4,,,0,0,0,,0,0.99576,0.00424
52335,52336,0,0.9999998999999999,37,0,8,0,0.020761246,53.9792396,2600,1,2600.0,0.0,2,0,1,0,1,0.363,0.637
52337,52338,0,0.30627113,57,0,0,0,2344.0,2344.0,,6,,,0,2,0,0,0,0.96116,0.03884
52340,52341,0,0.040647773,26,0,0,0,0.011661808000000001,27.988339200000002,2400,9,2400.0,0.0,0,0,0,0,0,0.94967,0.05033
52341,52342,0,0.019337535,60,0,0,0,0.500975419,2567.499022375,5125,9,5125.0,0.0,0,1,0,0,0,0.98393,0.01607
52342,52343,0,0.9999998999999999,40,0,4,2,0.22538624699999998,743.7746150999999,3300,1,1100.0,2200.0,0,0,1,2,1,0.41288,0.58712
52345,52346,0,0.0,44,0,0,0,0.620080834,2914.3799198,4700,2,1175.0,3525.0,0,1,0,3,0,0.92175,0.07825
52350,52351,0,0.10636340300000001,56,0,0,0,0.332581067,2799.667422006,8418,10,8418.0,0.0,0,4,0,0,0,0.97786,0.02214
52354,52355,0,0.09653274199999999,52,0,1,1,0.23035392899999999,1535.769644643,6667,9,1666.75,5000.25,0,1,0,3,0,0.95854,0.04146
52364,52365,0,0.24342280300000002,58,0,0,0,1.1749125440000001,2349.825088,2000,14,2000.0,0.0,0,2,0,0,0,0.97492,0.02508
52365,52366,0,0.102155914,52,0,0,0,0.289973692,1983.710026972,6841,3,6841.0,0.0,0,2,0,0,0,0.97246,0.02754
52369,52370,0,0.23822453300000002,62,0,0,0,1416.0,1416.0,,9,,,0,1,0,1,0,0.97249,0.02751
52370,52371,0,0.0022856779999999998,47,0,0,0,7.9984E-4,3.9992,5000,7,5000.0,0.0,0,0,0,0,0,0.97933,0.02067
52371,52372,0,0.008479322,64,0,0,0,0.262041806,864.7379598,3300,4,3300.0,0.0,0,1,0,0,0,0.98423,0.01577
52382,52383,0,0.856325569,58,0,8,3,0.41750033299999995,3129.5824961679996,7496,9,3748.0,3748.0,1,0,1,1,1,0.39527,0.60473
52396,52397,0,0.745393196,34,0,0,0,0.809359945,4703.190640395,5811,10,2905.5,2905.5,0,3,0,1,0,0.94354,0.05646
52402,52403,0,0.751557861,34,0,1,1,0.367719833,965.632281458,2626,6,2626.0,0.0,0,0,0,0,0,0.87183,0.12817
52423,52424,0,0.41481369799999995,60,0,0,0,0.438178091,8763.561819999999,20000,17,20000.0,0.0,0,3,0,0,0,0.96795,0.03205
52425,52426,0,0.326252635,48,0,0,0,0.42686101,819.5731392,1920,9,640.0,1280.0,0,0,0,2,0,0.97706,0.02294
52436,52437,0,0.07559725099999999,79,1,0,0,70.0,,,3,,,0,0,0,,0,0.99641,0.00359
52443,52444,0,0.0,32,0,2,0,0.07140816900000001,249.92859150000004,3500,3,3500.0,0.0,0,0,1,0,0,0.87847,0.12153
52446,52447,0,0.7371423159999999,39,0,0,0,0.312968703,3129.68703,10000,11,5000.0,5000.0,0,1,0,1,0,0.97039,0.02961
52450,52451,0,0.026770414,41,0,0,0,0.40914084799999995,1861.5908583999997,4550,9,4550.0,0.0,0,1,0,0,0,0.9711,0.0289
52453,52454,0,0.039870897,61,0,0,0,0.558005753,4073.4419969,7300,12,7300.0,0.0,0,2,0,0,0,0.97951,0.02049
52459,52460,0,0.363239705,71,1,0,0,0.143313799,268.856686924,1876,7,1876.0,0.0,0,0,0,0,0,0.98713,0.01287
52467,52468,0,0.0,32,0,0,0,0.0,0.0,18500,8,18500.0,0.0,0,0,0,0,0,0.98339,0.01661
52472,52473,1,0.47775107899999997,52,0,0,0,0.426661241,7338.5733452,17200,10,8600.0,8600.0,0,2,0,1,0,0.95146,0.04854
52474,52475,0,0.009974492,63,0,0,0,0.471037417,4317.5289642220005,9166,23,3055.3333333333335,6110.666666666666,0,2,0,2,0,0.98359,0.01641
52492,52493,0,0.013167537,42,0,0,0,0.493177388,2276.506823008,4616,8,1538.6666666666667,3077.333333333333,0,1,0,2,0,0.95345,0.04655
52493,52494,0,0.052577253,42,0,1,1,0.006855184,23.993144,3500,3,875.0,2625.0,0,0,0,3,0,0.90616,0.09384
52504,52505,0,0.036529121,66,0,0,0,0.010395841999999999,25.989604999999997,2500,6,2500.0,0.0,0,0,0,0,0,0.9839,0.0161
52513,52514,0,0.851376373,55,0,9,5,0.542223228,2394.457774848,4416,12,4416.0,0.0,0,1,2,0,1,0.39198,0.60802
52520,52521,0,0.022553673,53,0,0,0,0.011149558,28.9888508,2600,7,866.6666666666666,1733.3333333333335,0,1,0,2,0,0.9714,0.0286
52523,52524,0,0.027192288,48,0,0,0,0.178403085,1248.821595,7000,6,7000.0,0.0,0,1,0,0,0,0.98076,0.01924
52525,52526,0,0.122133244,39,0,1,1,0.396262003,4621.603740989,11663,19,5831.5,5831.5,0,2,0,1,0,0.9134,0.0866
52529,52530,0,0.208967025,32,0,0,0,0.575268817,1390.424730689,2417,6,2417.0,0.0,0,1,0,0,0,0.93369,0.06631
52533,52534,0,0.021498925,60,0,0,0,0.12091309800000001,1837.8790896000003,15200,8,7600.0,7600.0,0,1,0,1,0,0.99247,0.00753
52535,52536,0,0.0,59,0,0,0,102.0,102.0,,6,,,0,1,0,0,0,0.97412,0.02588
52536,52537,0,0.914669223,28,0,2,2,0.7078878940000001,2449.29211324,3460,10,865.0,2595.0,0,2,0,3,0,0.5539,0.4461
52540,52541,0,0.38308723,63,0,0,0,0.434203189,7786.5657883369995,17933,9,17933.0,0.0,0,2,0,0,0,0.96962,0.03038
52551,52552,0,0.13819963300000002,45,0,0,0,0.098053295,1228.901946235,12533,12,6266.5,6266.5,0,1,0,1,0,0.9843,0.0157
52559,52560,0,0.147389065,65,0,0,0,2178.0,2178.0,,12,,,0,2,0,,0,0.99161,0.00839
52562,52563,0,0.025635846,42,0,0,0,2347.0,2347.0,,6,,,0,1,0,0,0,0.94389,0.05611
52564,52565,0,0.005467896,29,0,0,0,0.362683023,1832.637315219,5053,8,5053.0,0.0,0,1,0,0,0,0.94163,0.05837
52576,52577,0,0.90616839,43,0,0,0,0.251254237,1852.748743638,7374,5,3687.0,3687.0,0,0,0,1,0,0.94454,0.05546
52580,52581,0,0.49546903299999995,57,0,0,0,0.41845187100000003,1464.5815485,3500,6,1166.6666666666667,2333.333333333333,0,2,0,2,0,0.96922,0.03078
52583,52584,0,0.075830544,55,0,0,0,0.22204683,843.777954,3800,3,3800.0,0.0,0,1,0,0,0,0.98264,0.01736
52584,52585,0,0.031702969,34,0,0,0,0.378602669,3375.621396804,8916,8,8916.0,0.0,0,1,0,0,0,0.95833,0.04167
52587,52588,0,0.050697547,30,0,0,0,0.102316281,613.897686,6000,11,6000.0,0.0,0,0,0,0,0,0.95206,0.04794
52606,52607,0,1.031968032,36,0,1,1,109.0,109.0,,4,,,0,0,0,0,0,0.59614,0.40386
52607,52608,0,0.0,80,1,0,0,0.0022641510000000003,2.9977359240000006,1324,11,1324.0,0.0,0,0,0,0,0,0.99138,0.00862
52611,52612,0,0.171621043,63,0,0,0,0.44714640200000005,2702.552853688,6044,18,3022.0,3022.0,0,2,0,1,0,0.98875,0.01125
52612,52613,0,0.045373582,69,0,0,0,0.321852061,2279.678148063,7083,9,7083.0,0.0,0,3,0,0,0,0.98177,0.01823
52615,52616,0,0.8143421740000001,37,0,0,0,0.4342554,1145.5657452,2638,6,2638.0,0.0,0,1,0,0,0,0.94351,0.05649
52616,52617,0,0.00283626,67,0,0,0,0.22670200899999998,1624.773298503,7167,6,7167.0,0.0,0,1,0,0,0,0.98998,0.01002
52621,52622,0,0.820678292,44,0,3,0,0.401866489,4219.5981345,10500,11,2100.0,8400.0,1,2,0,4,0,0.5796,0.4204
52626,52627,0,0.11698621,40,0,0,0,0.225925485,1897.7740740000002,8400,15,2800.0,5600.0,0,2,0,2,0,0.96508,0.03492
52632,52633,0,0.052215635999999996,64,0,0,0,0.293052632,1391.7069493679999,4749,10,4749.0,0.0,0,2,0,0,0,0.98858,0.01142
52640,52641,1,0.139256255,53,0,7,1,0.039461405,295.9605375,7500,14,7500.0,0.0,2,0,0,0,0,0.70757,0.29243
52648,52649,0,0.050815872000000005,45,0,0,0,865.0,865.0,1,4,0.3333333333333333,0.6666666666666667,0,1,0,2,0,0.96402,0.03598
52650,52651,0,0.9999998999999999,43,0,0,0,0.229834827,3102.7701644999997,13500,7,4500.0,9000.0,0,1,0,2,0,0.90279,0.09721
52653,52654,0,0.108583642,56,0,0,0,0.322735453,1613.677265,5000,10,1666.6666666666667,3333.333333333333,0,1,0,2,0,0.97311,0.02689
52656,52657,0,0.529633399,65,0,1,1,1.400897532,1871.599102752,1336,9,668.0,668.0,0,1,0,1,0,0.94725,0.05275
52659,52660,1,0.626161305,63,0,0,0,0.529814942,1545.470185814,2917,9,2917.0,0.0,0,0,0,0,0,0.97506,0.02494
52663,52664,0,4.270000000000001E-5,53,0,0,0,0.215078107,1899.784919131,8833,10,8833.0,0.0,0,1,0,0,0,0.98405,0.01595
52671,52672,0,0.075176098,57,0,0,0,4644.0,4644.0,,22,,,0,2,0,0,0,0.96279,0.03721
52697,52698,0,0.171481016,59,0,0,0,0.379169985,4284.6208305,11300,10,3766.6666666666665,7533.333333333334,0,2,0,2,0,0.98016,0.01984
52710,52711,0,0.9999998999999999,65,0,0,0,1611.0,1611.0,,6,,,0,1,0,0,0,0.94623,0.05377
52711,52712,1,0.545738341,48,0,2,2,0.047097225,201.9529008,4288,6,2144.0,2144.0,0,0,0,1,0,0.88513,0.11487
52716,52717,0,0.059006302999999996,45,0,0,0,0.260172053,1118.7398279000001,4300,10,4300.0,0.0,0,1,0,0,0,0.98084,0.01916
52719,52720,0,0.39873695299999995,34,0,2,2,0.321520856,1741.6784769520002,5417,12,2708.5,2708.5,0,1,0,1,0,0.79838,0.20162
52723,52724,0,0.28415539100000003,34,0,0,0,0.23123856,1136.76876096,4916,9,4916.0,0.0,0,0,0,0,0,0.96363,0.03637
52730,52731,0,0.0042188320000000005,60,0,0,0,0.006574622,19.993425501999997,3041,3,3041.0,0.0,0,0,0,0,0,0.98388,0.01612
52736,52737,0,0.005845848000000001,55,0,0,0,0.34557979299999997,1805.654418425,5225,14,1045.0,4180.0,0,2,0,4,0,0.96746,0.03254
52748,52749,0,0.183911245,80,1,0,0,2368.0,2368.0,,9,,,0,3,0,,0,0.99236,0.00764
52754,52755,0,0.252925484,42,0,0,0,0.29138322,3083.7086172599998,10583,12,2116.6,8466.4,0,2,0,4,0,0.95673,0.04327
52757,52758,1,0.9999998999999999,52,0,3,0,0.331945023,796.6680552,2400,1,2400.0,0.0,1,1,0,0,0,0.53809,0.46191
52758,52759,0,0.079573166,60,0,1,1,997.0,997.0,,8,,,0,1,0,1,0,0.93618,0.06382
52760,52761,0,0.133441988,65,0,0,0,0.171359614,1490.8286418,8700,9,8700.0,0.0,0,2,0,0,0,0.98848,0.01152
52763,52764,0,0.12002655300000001,68,0,0,0,0.35439000600000004,3999.6456077160005,11286,6,11286.0,0.0,0,2,0,0,0,0.98706,0.01294
52766,52767,0,0.28413352199999997,49,0,0,0,0.49588980200000005,2231.5041090000004,4500,13,900.0,3600.0,0,1,0,4,0,0.95925,0.04075
52776,52777,1,0.757534513,57,0,0,0,0.564457393,3099.4355449629998,5491,15,2745.5,2745.5,0,1,0,1,0,0.93978,0.06022
52783,52784,0,0.057207515,31,0,0,0,0.502953203,1106.4970466,2200,2,1100.0,1100.0,0,1,0,1,0,0.93166,0.06834
52791,52792,0,0.624278926,54,0,3,3,0.7316428509999999,8857.268354205999,12106,10,6053.0,6053.0,0,1,0,1,1,0.49482,0.50518
52792,52793,0,0.057909824000000006,66,0,0,0,0.43468950700000003,608.5653098,1400,6,1400.0,0.0,0,0,0,0,0,0.98512,0.01488
52796,52797,0,0.44897006899999997,60,0,0,0,0.360734065,3321.63927052,9208,5,9208.0,0.0,0,2,0,0,0,0.97334,0.02666
52800,52801,0,0.9999998999999999,28,0,3,0,0.0,,,0,,,1,0,0,0,0,0.50841,0.49159
52803,52804,0,0.093910665,72,1,0,0,0.019320453,57.980679453,3001,4,3001.0,0.0,0,0,0,0,0,0.98979,0.01021
52814,52815,0,0.24294046800000002,53,0,0,0,0.047817915999999995,228.95218180799998,4788,8,4788.0,0.0,0,0,0,0,0,0.98598,0.01402
52816,52817,0,0.981082785,38,0,0,0,0.188180404,846.811818,4500,4,1500.0,3000.0,0,0,0,2,0,0.92704,0.07296
52818,52819,0,0.01464897,60,0,0,0,0.304420583,2182.6955801100003,7170,9,7170.0,0.0,0,1,0,0,0,0.98095,0.01905
52828,52829,0,0.0,87,1,0,0,0.0,,,2,,,0,0,0,0,0,0.99062,0.00938
52829,52830,0,0.003845506,88,1,0,0,7.0,,,7,,,0,0,0,,0,0.99723,0.00277
52847,52848,0,0.331030722,47,0,0,0,0.156238632,858.8437601039999,5497,6,1832.3333333333333,3664.666666666667,0,2,0,2,0,0.97596,0.02404
52850,52851,0,0.415833974,24,0,0,0,0.138413686,622.861587,4500,3,4500.0,0.0,0,0,0,0,0,0.90821,0.09179
52851,52852,1,0.612181958,36,0,8,3,0.23194341,622.76805585,2685,7,1342.5,1342.5,1,0,1,1,1,0.36336,0.63664
52852,52853,0,0.034511638,48,0,0,0,0.221399426,1464.778602416,6616,9,1102.6666666666667,5513.333333333333,0,2,0,5,0,0.97338,0.02662
52855,52856,0,0.08377973,52,0,0,0,0.510314143,3784.489684488,7416,8,1854.0,5562.0,0,2,0,3,0,0.96639,0.03361
52856,52857,0,0.153186829,62,0,0,0,0.271069724,3463.728933272,12778,9,4259.333333333333,8518.666666666668,0,2,0,2,0,0.98372,0.01628
52861,52862,0,0.029708322000000002,77,1,0,0,1.868421053,353.13157901700004,189,11,189.0,0.0,0,1,0,0,0,0.99212,0.00788
52867,52868,0,0.621979205,57,0,0,0,0.665597801,1452.334401782,2182,13,2182.0,0.0,0,0,0,0,0,0.96685,0.03315
52871,52872,0,0.079510333,59,0,0,0,0.187808698,1558.8121934,8300,4,8300.0,0.0,0,1,0,0,0,0.98581,0.01419
52875,52876,0,0.02236689,79,1,0,0,32.0,,,6,,,0,0,0,0,0,0.99116,0.00884
52876,52877,1,0.8244763009999999,42,0,1,1,0.716467648,2579.2835327999996,3600,6,900.0,2700.0,0,1,0,3,0,0.77105,0.22895
52896,52897,0,0.022180474,58,0,0,0,0.142871732,2797.857127756,19583,10,19583.0,0.0,0,0,0,0,0,0.98983,0.01017
52897,52898,0,0.396785535,44,0,2,2,0.8188043190000001,3108.181194924,3796,11,1898.0,1898.0,0,1,0,1,0,0.69784,0.30216
52901,52902,0,0.002177847,78,1,0,0,0.002631002,11.99736912,4560,3,4560.0,0.0,0,1,0,0,0,0.98759,0.01241
52916,52917,1,0.039055404,34,0,3,1,0.33426183800000003,1079.66573674,3230,6,1076.6666666666667,2153.333333333333,0,0,1,2,0,0.70917,0.29083
52919,52920,0,0.03096067,44,0,0,0,0.094823416,587.9051791999999,6200,4,6200.0,0.0,0,0,0,0,0,0.97593,0.02407
52920,52921,0,0.024455642000000003,76,1,0,0,0.011229042,72.988773,6500,13,6500.0,0.0,0,0,0,0,0,0.99476,0.00524
52926,52927,0,0.009462523,61,0,0,0,0.005656496,32.994341168,5833,7,5833.0,0.0,0,0,0,0,0,0.98666,0.01334
52928,52929,0,0.09154607199999999,66,0,0,0,846.0,846.0,,5,,,0,1,0,,0,0.99378,0.00622
52931,52932,0,0.073447868,73,1,0,0,603.0,603.0,,6,,,0,0,0,1,0,0.98248,0.01752
52932,52933,0,0.002607529,72,1,0,0,0.85198732,3493.148012,4100,11,4100.0,0.0,0,2,0,0,0,0.98312,0.01688
52938,52939,0,0.015746829,74,1,0,0,0.117024405,397.882977,3400,10,3400.0,0.0,0,0,0,0,0,0.99135,0.00865
52944,52945,0,0.9397165670000001,54,0,2,2,0.058736394000000004,3528.9412879140004,60081,9,30040.5,30040.5,0,2,0,1,0,0.93373,0.06627
52946,52947,0,0.9702958629999999,59,0,0,0,0.51227295,2086.48772535,4073,5,4073.0,0.0,0,2,0,0,0,0.94391,0.05609
52947,52948,0,0.254660137,53,0,0,0,0.341058105,3016.658938725,8845,8,4422.5,4422.5,0,1,0,1,0,0.97889,0.02111
52948,52949,0,0.083522116,47,0,0,0,0.331693382,2089.6683066,6300,9,3150.0,3150.0,0,2,0,1,0,0.97235,0.02765
52950,52951,0,0.251165889,33,0,0,0,0.016112444,46.983886704,2916,4,2916.0,0.0,0,0,0,0,0,0.95297,0.04703
52954,52955,0,0.6370007010000001,50,0,3,1,0.6422772179999999,6565.357722395999,10222,17,3407.3333333333335,6814.666666666666,0,1,1,2,0,0.6018,0.3982
52967,52968,0,0.01474116,74,1,0,0,0.215025907,829.784975113,3859,21,3859.0,0.0,0,1,0,0,0,0.99388,0.00612
52973,52974,0,0.003971166,50,0,0,0,1196.0,1196.0,,14,,,0,1,0,0,0,0.97705,0.02295
52976,52977,0,0.793769555,37,0,0,0,0.18540433899999997,563.8145948989999,3041,6,1520.5,1520.5,0,0,0,1,0,0.91261,0.08739
52981,52982,0,0.908122503,33,0,0,0,1068.0,1068.0,,4,,,0,1,0,0,0,0.86112,0.13888
52983,52984,0,0.015315700000000002,46,0,0,0,0.312444206,1749.6875536,5600,9,5600.0,0.0,0,1,0,0,0,0.97757,0.02243
52988,52989,0,0.12240368199999999,69,0,0,0,0.298283619,1789.701714,6000,12,6000.0,0.0,0,2,0,0,0,0.98691,0.01309
52991,52992,0,0.057555485,45,0,0,0,0.19173995,1220.8082616499998,6367,7,2122.3333333333335,4244.666666666666,0,2,0,2,0,0.96155,0.03845
53000,53001,0,0.01379954,75,1,0,0,0.274545091,1372.725455,5000,4,5000.0,0.0,0,2,0,0,0,0.98671,0.01329
53009,53010,0,0.014992415,66,0,0,0,0.13660245199999999,623.8633982839999,4567,10,2283.5,2283.5,0,1,0,1,0,0.98515,0.01485
53011,53012,0,0.004183261,86,1,0,0,1834.0,1834.0,,8,,,0,1,0,,0,0.99436,0.00564
53013,53014,0,0.081331545,52,0,0,0,0.316355405,558.6836452299999,1766,7,883.0,883.0,0,0,0,1,0,0.95693,0.04307
53014,53015,0,0.0,73,1,0,0,0.0,0.0,5200,1,2600.0,2600.0,0,0,0,1,0,0.9827,0.0173
53018,53019,0,0.263286218,75,1,0,0,0.379115178,4018.6208868,10600,17,10600.0,0.0,0,2,0,0,0,0.99163,0.00837
53019,53020,0,0.581917103,49,0,0,0,0.906395449,5257.0936042,5800,15,1450.0,4350.0,0,3,0,3,0,0.90326,0.09674
53023,53024,0,0.343921793,44,0,0,0,0.284253579,1250.7157476,4400,7,4400.0,0.0,0,1,0,0,0,0.96694,0.03306
53025,53026,1,1.090834021,58,0,3,0,0.5224625620000001,313.47753720000003,600,3,300.0,300.0,1,0,0,1,0,0.5421,0.4579
53027,53028,0,0.06288656,63,0,0,0,0.47688078,1907.52312,4000,6,4000.0,0.0,0,0,0,0,0,0.98405,0.01595
53047,53048,0,0.9999998999999999,66,0,0,0,0.0,0.0,2000,0,1000.0,1000.0,0,0,0,1,0,0.93829,0.06171
53050,53051,0,0.043560668,37,0,0,0,2805.0,2805.0,,9,,,0,1,0,0,0,0.89925,0.10075
